City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
458,konstantinovsk,47.5828,41.0922,6.47,79,69,9.37
459,mersing,2.4312,103.8405,23.95,94,20,1.54
460,ovalle,-30.5983,-71.2003,29.56,42,0,3.81
461,manta,-0.95,-80.7333,28.88,83,75,6.71
462,lice,38.4592,40.6475,5.15,86,100,1.34
463,bang saphan,11.2126,99.5117,22.48,77,13,1.86
464,grand-bassam,5.2118,-3.7388,27.98,80,10,3.89
465,zhezqazghan,47.7833,67.7667,-6.47,91,89,8.59
466,samux,40.7647,46.4085,7.56,65,20,3.09
467,moyo,3.6609,31.7247,26.58,28,62,1.63
468,bile,48.4952,39.0505,6.96,74,100,8.27
469,ak-dovurak,51.1833,90.6,-26.05,96,81,0.45
470,bhit shah,25.8044,68.4927,16.83,39,100,3.62
471,chilliwack,49.1747,-121.9443,9.44,61,33,1.03
472,koster,-25.863,26.8976,21.38,36,90,4.84
473,san julian,21.0167,-102.1667,26.32,11,1,5.36
474,tomioka,36.25,138.9,1.71,64,13,1.55
475,miracema do tocantins,-9.5618,-48.3967,25.75,84,100,1.92
476,alice springs,-23.7,133.8833,25.12,23,49,3.13
477,mcrae,32.068,-82.9007,14.97,44,1,2.75
478,fortuna,40.5982,-124.1573,10.52,83,40,4.63
479,novi knezevac,46.05,20.1,9.23,81,99,3.31
480,boras,57.721,12.9401,-3.98,95,85,1.34
481,figuig (centre),32.1089,-1.2286,11.04,24,0,2.03
482,qarauyl,48.9451,79.255,-2.89,80,100,8.76
483,salekhard,66.53,66.6019,-5.1,95,100,5.31
484,san fernando,15.0286,120.6898,22.85,92,2,1.57
485,dolinsk,47.35,142.8,-12.02,94,100,1.52
486,mawlaik,23.6333,94.4167,13.35,78,0,0.89
487,qarqaraly,49.4058,75.4742,-13.13,95,28,3.91
488,primero de mayo,-32.2552,-58.4228,36.97,23,43,5.78
489,gazi,35.3253,25.0669,12.89,88,20,7.2
490,richards bay,-28.783,32.0377,24.41,87,100,6.46
491,yonggang-up,38.8561,125.4244,-3.79,65,1,0.75
492,urumqi,43.801,87.6005,-17.47,85,75,1.0
493,sucre,-19.0333,-65.2627,17.65,57,86,1.59
494,dunedin,-45.8742,170.5036,17.67,54,8,5.81
495,kitimat,54.0524,-128.6534,3.28,78,24,0.89
496,kokopo,-4.352,152.2633,26.57,86,100,4.9
497,prado,-17.3411,-39.2208,26.28,85,46,3.76
498,las toscas,-28.3529,-59.258,37.79,27,84,4.04
499,koelwar,25.5833,84.8,13.95,48,47,4.29
500,catia la mar,10.6038,-67.0303,29.44,82,75,3.09
501,clarion,41.2148,-79.3853,12.1,55,70,0.46
502,magadan,59.5667,150.8,-24.85,86,20,2.85
503,almeirim,-1.5233,-52.5817,30.04,56,54,2.02
504,kavieng,-2.5744,150.7967,26.75,88,100,10.13
505,fairbanks,64.8378,-147.7164,-8.43,80,75,0.0
506,chegdomyn,51.1167,133.0167,-25.77,100,98,0.49
507,plettenberg bay,-34.0527,23.3716,18.35,80,6,3.35
508,malvan,16.0667,73.4667,25.05,60,32,4.94
509,avila,40.5833,-5.0,5.92,92,84,2.55
510,corbasca,46.2833,27.1667,10.66,55,100,6.69
511,gaalkacyo,6.7697,47.4308,22.81,78,28,6.86
512,connell,46.6635,-118.8611,8.2,92,99,2.62
513,berezovyy,51.6667,135.7,-17.88,99,100,0.59
514,katsuren-haebaru,26.3369,127.8719,18.43,86,100,3.09
515,zhanaozen,43.3,52.8,5.79,96,100,6.8
516,limulunga,-15.0969,23.1376,19.57,94,98,1.62
517,lysianka,49.2523,30.8295,3.85,94,100,6.14
518,happy valley-goose bay,53.3168,-60.3315,-7.83,49,75,1.54
519,paita,-5.0892,-81.1144,27.57,72,66,7.27
520,vodnyy,63.5046,53.4095,-7.55,95,100,3.12
521,alamos,27.0167,-108.9333,19.33,53,77,1.18
522,ak-suu,42.4995,78.527,-4.24,49,89,4.62
523,tamulte de las sabanas,18.2167,-92.7833,27.07,54,34,2.3
524,labrador city,52.9463,-66.9114,-7.12,90,100,1.54
525,luganville,-15.5333,167.1667,28.7,73,100,0.79
526,victoria,22.2855,114.1577,15.53,88,100,1.79
527,pangody,65.85,74.4859,-3.23,94,100,6.69
528,pueblo nuevo,23.3833,-105.3833,19.02,23,29,3.9
529,lugazi,0.3772,32.9197,21.12,79,30,1.36
530,severo-yeniseyskiy,60.3725,93.0408,-12.46,99,87,1.34
531,jilma,35.2731,9.4239,12.06,58,0,2.97
532,kirensk,57.7853,108.1119,-5.02,95,100,4.02
533,castelli,-25.9468,-60.6195,35.94,35,87,1.78
534,turochak,52.2576,87.1224,-17.58,99,55,1.77
535,howrah,22.5892,88.3103,19.0,55,3,4.12
536,hassi messaoud,31.6804,6.0729,9.92,40,0,1.03
537,bazpur,29.15,79.1167,7.59,63,0,3.18
538,thunder bay,48.4001,-89.3168,1.99,93,100,4.63
539,carutapera,-1.195,-46.02,27.04,79,85,3.68
540,kattivakkam,13.2167,80.3167,24.05,82,5,2.79
541,priargunsk,50.3691,119.1012,-32.61,100,99,0.81
542,pechory,57.8164,27.6119,-11.3,95,91,2.8
543,daru,-9.0763,143.2092,25.0,92,99,4.39
544,muroto-misakicho,33.2833,134.15,8.41,74,96,6.65
545,sekong,-6.3996,106.0252,22.63,96,83,0.96
546,guilin,25.2819,110.2864,3.06,86,100,3.3
547,taroa,8.7058,171.2275,27.46,75,100,9.17
548,arno,60.1167,18.6333,-4.01,74,94,2.06
549,nadym,65.5333,72.5167,-5.22,95,100,7.08
550,shiloh,38.5614,-89.8973,14.97,47,75,5.14
551,curaca,-8.9903,-39.9094,32.35,31,100,2.43
552,civril,38.3014,29.7386,6.78,90,91,3.18
553,lethem,3.3803,-59.7968,33.67,38,49,4.15
554,vasto,42.1243,14.7059,12.05,79,88,1.68
555,bull savanna,17.8868,-77.5902,23.19,53,0,7.01
556,darzab,35.9774,65.3783,5.09,38,2,4.83
557,hugo,45.16,-92.9933,10.88,61,100,3.58
558,kidal,18.4411,1.4078,19.23,10,0,4.62
559,santa terezinha,-29.9002,-50.0904,23.87,88,91,5.75
560,antsohihy,-14.8796,47.9875,24.57,94,85,0.92
561,rawson,-43.3002,-65.1023,25.75,17,22,9.44
562,lodja,-3.4833,23.4333,21.01,97,31,0.26
563,olyokminsk,60.3736,120.4264,-31.38,100,99,0.78
564,kinablangan,7.6947,126.5503,24.72,88,100,1.2
